date,campaign_id,campaign_name,campaign_profile,channel,region,device,impressions,clicks,conversions,spend,revenue,budget,ctr_sql,cvr_sql,cpa_sql,roi_sql,budget_utilization,anomaly_flag,rolling_spend_mean_7,rolling_ctr_mean_7,rolling_cvr_mean_7,rolling_roi_mean_7,spend_spike_flag,ctr_drop_flag,cvr_drop_flag,negative_roi_flag,python_anomaly_score,python_anomaly_label
2024-02-27,8,Campaign_8,high_spend_low_return,Search,West,Desktop,11385,624,16,1595.09,903.67,1936.8,0.0548,0.0256,99.69,-0.43,0.8236,,1395.8157142857142,0.048542857142857145,0.03508571428571428,-0.3071428571428571,0,0,0,1,1,Moderate
2024-02-28,8,Campaign_8,high_spend_low_return,Search,West,Desktop,11636,737,30,1467.56,1522.72,1715.25,0.0633,0.0407,48.92,0.04,0.8556,,1421.1271428571429,0.049228571428571434,0.0362,-0.26285714285714284,0,0,0,0,0,Normal
2024-02-29,8,Campaign_8,high_spend_low_return,Search,West,Desktop,15170,933,35,2717.06,2097.79,3074.57,0.0615,0.0375,77.63,-0.23,0.8837,,1683.6299999999999,0.05227142857142857,0.036942857142857145,-0.28285714285714286,0,0,0,1,1,Moderate
2024-03-01,8,Campaign_8,high_spend_low_return,Search,West,Desktop,9125,629,13,2010.99,619.07,2537.54,0.0689,0.0207,154.69,-0.69,0.7925,,1673.0214285714285,0.0561,0.03321428571428572,-0.33285714285714285,0,0,1,1,2,Moderate
2024-03-02,8,Campaign_8,high_spend_low_return,Search,West,Desktop,10944,727,24,1357.97,904.33,1774.32,0.0664,0.033,56.58,-0.33,0.7653,,1694.9785714285713,0.058685714285714285,0.032857142857142856,-0.3657142857142857,0,0,0,1,1,Moderate
2024-03-03,8,Campaign_8,high_spend_low_return,Search,West,Desktop,16772,1078,36,3377.66,2093.07,4175.79,0.0643,0.0334,93.82,-0.38,0.8089,,1989.8685714285712,0.06111428571428571,0.03052857142857143,-0.37,0,0,0,1,1,Moderate
2024-03-04,8,Campaign_8,high_spend_low_return,Search,West,Desktop,11566,796,24,2079.45,898.44,2642.21,0.0688,0.0302,86.64,-0.57,0.787,,2086.54,0.064,0.031585714285714286,-0.37,0,0,0,1,1,Moderate
2024-03-05,8,Campaign_8,high_spend_low_return,Search,West,Desktop,10283,331,10,971.08,285.89,1158.64,0.0322,0.0302,97.11,-0.71,0.8381,,1997.3957142857141,0.06077142857142857,0.03224285714285714,-0.41,0,1,0,1,2,Moderate
2024-03-06,8,Campaign_8,high_spend_low_return,Search,West,Desktop,8524,408,13,787.79,630.2,1028.31,0.0479,0.0319,60.6,-0.2,0.7661,,1900.2857142857142,0.058571428571428566,0.030985714285714287,-0.4442857142857143,0,0,0,1,1,Moderate
2024-03-07,8,Campaign_8,high_spend_low_return,Search,West,Desktop,13336,867,23,2372.09,729.96,2879.96,0.065,0.0265,103.13,-0.69,0.8237,,1851.0042857142855,0.05907142857142857,0.029414285714285716,-0.5099999999999999,0,0,0,1,1,Moderate
2024-03-08,8,Campaign_8,high_spend_low_return,Search,West,Desktop,17663,1039,36,2940.14,1696.17,3621.55,0.0588,0.0346,81.67,-0.42,0.8118,,1983.74,0.05762857142857143,0.0314,-0.4714285714285714,0,0,0,1,1,Moderate
2024-03-09,8,Campaign_8,high_spend_low_return,Search,West,Desktop,17609,938,24,1988.56,754.77,2422.2,0.0533,0.0256,82.86,-0.62,0.821,,2073.8242857142855,0.05575714285714285,0.030342857142857144,-0.5128571428571428,0,0,0,1,1,Moderate
2024-03-10,8,Campaign_8,high_spend_low_return,Search,West,Desktop,8847,451,10,967.33,599.41,1208.15,0.051,0.0222,96.73,-0.38,0.8007,,1729.4914285714287,0.05385714285714286,0.028742857142857143,-0.5128571428571428,0,0,0,1,1,Moderate
2024-03-11,8,Campaign_8,high_spend_low_return,Search,West,Desktop,11673,555,15,1790.03,750.7,2276.44,0.0475,0.027,119.34,-0.58,0.7863,,1688.1457142857143,0.050814285714285715,0.028285714285714286,-0.5142857142857142,0,0,0,1,1,Moderate
2024-03-12,8,Campaign_8,high_spend_low_return,Search,West,Desktop,8282,478,13,1477.36,606.99,1653.69,0.0577,0.0272,113.64,-0.59,0.8934,,1760.4714285714285,0.05445714285714286,0.027857142857142858,-0.49714285714285716,0,0,0,1,1,Moderate
2024-03-13,8,Campaign_8,high_spend_low_return,Search,West,Desktop,8066,436,12,1360.63,329.73,1721.33,0.0541,0.0275,113.39,-0.76,0.7905,,1842.3057142857142,0.055342857142857145,0.02722857142857143,-0.5771428571428572,0,0,0,1,1,Moderate
2024-03-14,8,Campaign_8,high_spend_low_return,Search,West,Desktop,12631,523,20,1220.72,1170.58,1352.99,0.0414,0.0382,61.04,-0.04,0.9022,,1677.8242857142855,0.05197142857142857,0.0289,-0.4842857142857143,0,0,0,1,1,Moderate
2024-03-15,8,Campaign_8,high_spend_low_return,Search,West,Desktop,12141,740,19,5751.14,506.97,7161.42,0.061,0.0257,302.69,-0.91,0.8031,Spend Spike,2079.3957142857143,0.05228571428571428,0.02762857142857143,-0.5542857142857143,1,0,0,1,2,Moderate
2024-03-16,8,Campaign_8,high_spend_low_return,Search,West,Desktop,9507,631,15,1828.69,497.26,2137.26,0.0664,0.0238,121.91,-0.73,0.8556,,2056.557142857143,0.054157142857142855,0.02737142857142857,-0.57,0,0,0,1,1,Moderate
2024-03-17,8,Campaign_8,high_spend_low_return,Search,West,Desktop,16014,796,37,2688.59,1139.22,3310.27,0.0497,0.0465,72.66,-0.58,0.8122,,2302.451428571429,0.053971428571428566,0.03084285714285714,-0.5985714285714285,0,0,0,1,1,Moderate
2024-03-18,8,Campaign_8,high_spend_low_return,Search,West,Desktop,11787,478,22,944.48,1055.55,1253.09,0.0406,0.046,42.93,0.12,0.7537,,2181.6585714285716,0.05298571428571429,0.033557142857142855,-0.49857142857142855,0,0,0,0,0,Normal
2024-03-19,8,Campaign_8,high_spend_low_return,Search,West,Desktop,16867,634,22,1646.75,604.7,2148.31,0.0376,0.0347,74.85,-0.63,0.7665,,2205.857142857143,0.050114285714285715,0.03462857142857143,-0.5042857142857142,0,0,0,1,1,Moderate
2024-03-20,8,Campaign_8,high_spend_low_return,Search,West,Desktop,17807,835,36,1703.69,1064.2,2148.11,0.0469,0.0431,47.32,-0.38,0.7931,,2254.8657142857146,0.04908571428571428,0.03685714285714286,-0.45000000000000007,0,0,0,1,1,Moderate
2024-03-21,8,Campaign_8,high_spend_low_return,Search,West,Desktop,13795,461,12,959.06,352.34,1142.7,0.0334,0.026,79.92,-0.63,0.8393,,2217.4857142857145,0.04794285714285714,0.035114285714285716,-0.5342857142857144,0,1,0,1,2,Moderate
2024-03-22,8,Campaign_8,high_spend_low_return,Search,West,Desktop,15979,881,24,1644.22,982.68,2174.88,0.0551,0.0272,68.51,-0.4,0.756,,1630.782857142857,0.047099999999999996,0.03532857142857143,-0.4614285714285714,0,0,0,1,1,Moderate
2024-03-23,8,Campaign_8,high_spend_low_return,Search,West,Desktop,14093,615,15,1114.15,620.18,1416.54,0.0436,0.0244,74.28,-0.44,0.7865,,1528.7057142857143,0.043842857142857135,0.03541428571428572,-0.42,0,0,0,1,1,Moderate
2024-03-24,8,Campaign_8,high_spend_low_return,Search,West,Desktop,9537,326,14,1091.23,537.59,1372.4,0.0342,0.0429,77.95,-0.51,0.7951,,1300.5114285714285,0.041628571428571425,0.0349,-0.41000000000000003,0,0,0,1,1,Moderate
2024-03-25,8,Campaign_8,high_spend_low_return,Search,West,Desktop,16697,1126,54,2361.37,3003.27,3032.84,0.0674,0.048,43.73,0.27,0.7786,,1502.9242857142858,0.045457142857142856,0.035185714285714285,-0.3885714285714285,0,0,0,0,0,Normal
2024-03-26,8,Campaign_8,high_spend_low_return,Search,West,Desktop,17244,954,39,2134.25,1956.96,2508.49,0.0553,0.0409,54.72,-0.08,0.8508,,1572.567142857143,0.04798571428571429,0.036071428571428574,-0.31,0,0,0,1,1,Moderate
2024-03-27,8,Campaign_8,high_spend_low_return,Search,West,Desktop,13560,458,21,1552.72,1245.16,2045.15,0.0338,0.0459,73.94,-0.2,0.7592,,1551.0,0.04611428571428572,0.036471428571428564,-0.2842857142857143,0,0,0,1,1,Moderate
2024-03-28,8,Campaign_8,high_spend_low_return,Search,West,Desktop,17747,1114,55,2405.61,1885.45,3044.82,0.0628,0.0494,43.74,-0.22,0.7901,,1757.6499999999999,0.05031428571428571,0.03981428571428571,-0.2257142857142857,0,0,0,1,1,Moderate
2024-03-29,8,Campaign_8,high_spend_low_return,Search,West,Desktop,15265,943,22,3264.33,1292.55,3724.38,0.0618,0.0233,148.38,-0.6,0.8765,,1989.0942857142857,0.05127142857142857,0.03925714285714286,-0.2542857142857143,0,0,1,1,2,Moderate
2024-03-30,8,Campaign_8,high_spend_low_return,Search,West,Desktop,10251,628,16,1408.68,451.82,1690.22,0.0613,0.0255,88.04,-0.68,0.8334,,2031.1699999999998,0.05380000000000001,0.03941428571428572,-0.2885714285714286,0,0,1,1,2,Moderate
2024-01-01,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7067,514,73,337.21,5358.02,419.89,0.0727,0.142,4.62,14.89,0.8031,,,,,,0,0,0,0,0,Normal
2024-01-02,9,Campaign_9,efficient_low_scale,Display,North,Tablet,13989,809,43,959.07,3458.83,1207.78,0.0578,0.0532,22.3,2.61,0.7941,Conversion Drop,,,,,0,0,0,0,0,Normal
2024-01-03,9,Campaign_9,efficient_low_scale,Display,North,Tablet,9030,373,63,480.11,5713.23,635.07,0.0413,0.1689,7.62,10.9,0.756,,592.13,0.05726666666666667,0.12136666666666666,9.466666666666667,0,0,0,0,0,Normal
2024-01-04,9,Campaign_9,efficient_low_scale,Display,North,Tablet,10337,673,103,481.5,7788.2,634.8,0.0651,0.153,4.67,15.17,0.7585,,564.4725000000001,0.059225,0.129275,10.8925,0,0,0,0,0,Normal
2024-01-05,9,Campaign_9,efficient_low_scale,Display,North,Tablet,10690,693,132,947.52,10763.38,1199.64,0.0648,0.1905,7.18,10.36,0.7898,,641.082,0.06033999999999999,0.14152,10.786,0,0,0,0,0,Normal
2024-01-06,9,Campaign_9,efficient_low_scale,Display,North,Tablet,13009,524,63,560.3,6131.39,668.78,0.0403,0.1202,8.89,9.94,0.8378,,627.6183333333333,0.056999999999999995,0.13796666666666665,10.645,0,0,0,0,0,Normal
2024-01-07,9,Campaign_9,efficient_low_scale,Display,North,Tablet,12323,853,118,1066.69,12426.09,1297.08,0.0692,0.1383,9.04,10.65,0.8224,,690.342857142857,0.058742857142857145,0.1380142857142857,10.645714285714286,0,0,0,0,0,Normal
2024-01-08,9,Campaign_9,efficient_low_scale,Display,North,Tablet,8060,346,74,215.67,7583.1,409.39,0.0429,0.2139,2.91,34.16,0.5268,CTR Drop,672.9799999999999,0.05448571428571429,0.1482857142857143,13.398571428571428,0,0,0,0,0,Normal
2024-01-09,9,Campaign_9,efficient_low_scale,Display,North,Tablet,18346,1149,222,1425.51,21549.05,1776.98,0.0626,0.1932,6.42,14.12,0.8022,,739.6142857142858,0.05517142857142857,0.16828571428571432,15.042857142857143,1,0,0,0,1,Moderate
2024-01-10,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7879,383,53,484.64,5182.97,646.38,0.0486,0.1384,9.14,9.69,0.7498,,740.2614285714286,0.05621428571428571,0.16392857142857142,14.87,0,0,0,0,0,Normal
2024-01-11,9,Campaign_9,efficient_low_scale,Display,North,Tablet,18901,1040,133,1142.3,12876.06,1319.49,0.055,0.1279,8.59,10.27,0.8657,,834.6614285714285,0.05477142857142857,0.16034285714285715,14.169999999999998,0,0,0,0,0,Normal
2024-01-12,9,Campaign_9,efficient_low_scale,Display,North,Tablet,11457,886,172,620.36,15982.8,815.02,0.0773,0.1941,3.61,24.76,0.7612,,787.9242857142857,0.05655714285714286,0.16085714285714284,16.227142857142855,0,0,0,0,0,Normal
2024-01-13,9,Campaign_9,efficient_low_scale,Display,North,Tablet,8960,397,78,293.71,8492.78,375.77,0.0443,0.1965,3.77,27.92,0.7816,,749.84,0.05712857142857143,0.17175714285714286,18.795714285714286,0,0,0,0,0,Normal
2024-01-14,9,Campaign_9,efficient_low_scale,Display,North,Tablet,9656,416,60,332.23,7756.85,426.3,0.0431,0.1442,5.54,22.35,0.7793,,644.9171428571428,0.053399999999999996,0.17260000000000003,20.467142857142857,0,0,0,0,0,Normal
2024-01-15,9,Campaign_9,efficient_low_scale,Display,North,Tablet,17972,921,140,725.25,9965.07,972.85,0.0512,0.152,5.18,12.74,0.7455,,717.7142857142857,0.054585714285714286,0.16375714285714288,17.40714285714286,0,0,0,0,0,Normal
2024-01-16,9,Campaign_9,efficient_low_scale,Display,North,Tablet,18144,632,215,585.45,27695.37,1726.7,0.0348,0.3402,2.72,46.31,0.3391,CTR Drop,597.7057142857144,0.050614285714285716,0.18475714285714284,22.005714285714284,0,1,0,0,1,Moderate
2024-01-17,9,Campaign_9,efficient_low_scale,Display,North,Tablet,12711,899,166,827.34,21053.64,1069.72,0.0707,0.1846,4.98,24.45,0.7734,,646.6628571428571,0.053771428571428574,0.19135714285714284,24.114285714285717,0,0,0,0,0,Normal
2024-01-18,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7405,500,73,386.24,8674.05,477.2,0.0675,0.146,5.29,21.46,0.8094,,538.6542857142857,0.05555714285714286,0.19394285714285714,25.712857142857143,0,0,0,0,0,Normal
2024-01-19,9,Campaign_9,efficient_low_scale,Display,North,Tablet,17516,1367,169,2716.59,17281.07,2876.65,0.078,0.1236,16.07,5.36,0.9444,Spend Spike,838.1157142857143,0.055657142857142856,0.1838714285714286,22.94142857142857,1,0,0,0,1,Moderate
2024-01-20,9,Campaign_9,efficient_low_scale,Display,North,Tablet,15388,774,136,473.3,9924.02,582.46,0.0503,0.1757,3.48,19.97,0.8126,,863.7714285714285,0.056514285714285704,0.1809,21.805714285714288,0,0,0,0,0,Normal
2024-01-21,9,Campaign_9,efficient_low_scale,Display,North,Tablet,8564,571,74,692.3,6113.25,903.32,0.0667,0.1296,9.36,7.83,0.7664,,915.21,0.059885714285714285,0.17881428571428573,19.73142857142857,0,0,0,0,0,Normal
2024-01-22,9,Campaign_9,efficient_low_scale,Display,North,Tablet,14411,403,92,449.12,10649.19,1203.86,0.028,0.2283,4.88,22.71,0.3731,CTR Drop,875.7628571428571,0.056571428571428564,0.1897142857142857,21.155714285714286,0,1,0,0,1,Moderate
2024-01-23,9,Campaign_9,efficient_low_scale,Display,North,Tablet,10161,705,133,716.78,14650.74,835.17,0.0694,0.1887,5.39,19.44,0.8582,,894.5242857142856,0.06151428571428571,0.16807142857142857,17.31714285714286,0,0,0,0,0,Normal
2024-01-24,9,Campaign_9,efficient_low_scale,Display,North,Tablet,10048,770,139,510.71,13462.17,634.39,0.0766,0.1805,3.67,25.36,0.805,,849.2914285714286,0.062357142857142854,0.16748571428571427,17.447142857142858,0,0,0,0,0,Normal
2024-01-25,9,Campaign_9,efficient_low_scale,Display,North,Tablet,18834,1278,163,1047.11,14540.15,1361.83,0.0679,0.1275,6.42,12.89,0.7689,,943.7014285714286,0.062414285714285714,0.16484285714285715,16.222857142857144,0,0,0,0,0,Normal
2024-01-26,9,Campaign_9,efficient_low_scale,Display,North,Tablet,9965,445,69,570.73,7236.67,655.15,0.0447,0.1551,8.27,11.68,0.8711,,637.1499999999999,0.05765714285714285,0.16934285714285716,17.125714285714285,0,0,0,0,0,Normal
2024-01-27,9,Campaign_9,efficient_low_scale,Display,North,Tablet,8083,496,75,634.17,7468.42,775.32,0.0614,0.1512,8.46,10.78,0.8179,,660.1314285714285,0.05924285714285714,0.16584285714285713,15.812857142857142,0,0,0,0,0,Normal
2024-01-28,9,Campaign_9,efficient_low_scale,Display,North,Tablet,11949,758,147,895.08,18384.75,1119.87,0.0634,0.1939,6.09,19.54,0.7993,,689.1,0.05877142857142857,0.17502857142857145,17.485714285714288,0,0,0,0,0,Normal
2024-01-29,9,Campaign_9,efficient_low_scale,Display,North,Tablet,9032,399,72,293.84,6972.55,373.88,0.0442,0.1805,4.08,22.73,0.7859,,666.9171428571428,0.06108571428571429,0.1682,17.488571428571426,0,0,0,0,0,Normal
2024-01-30,9,Campaign_9,efficient_low_scale,Display,North,Tablet,11442,620,96,850.9,8893.53,1022.7,0.0542,0.1548,8.86,9.45,0.832,,686.0771428571428,0.05891428571428571,0.16335714285714284,16.06142857142857,0,0,0,0,0,Normal
2024-01-31,9,Campaign_9,efficient_low_scale,Display,North,Tablet,11098,477,82,376.85,8147.25,482.63,0.043,0.1719,4.6,20.62,0.7808,,666.9542857142857,0.05411428571428572,0.16212857142857143,15.384285714285713,0,0,0,0,0,Normal
2024-02-01,9,Campaign_9,efficient_low_scale,Display,North,Tablet,14875,870,161,997.6,13043.23,1204.32,0.0585,0.1851,6.2,12.07,0.8284,,659.8814285714286,0.05277142857142857,0.17035714285714285,15.267142857142856,0,0,0,0,0,Normal
2024-02-02,9,Campaign_9,efficient_low_scale,Display,North,Tablet,15057,709,113,471.88,9238.75,634.26,0.0471,0.1594,4.18,18.58,0.744,,645.76,0.05311428571428572,0.17097142857142855,16.252857142857142,0,0,0,0,0,Normal
2024-02-03,9,Campaign_9,efficient_low_scale,Display,North,Tablet,9433,425,82,422.8,7971.58,542.1,0.0451,0.1929,5.16,17.85,0.7799,,615.5642857142857,0.05078571428571429,0.1769285714285714,17.262857142857143,0,0,0,0,0,Normal
2024-02-04,9,Campaign_9,efficient_low_scale,Display,North,Tablet,13412,1072,197,1317.89,19814.96,1499.52,0.0799,0.1838,6.69,14.04,0.8789,,675.9657142857143,0.053142857142857144,0.17548571428571427,16.47714285714286,1,0,0,0,1,Moderate
2024-02-05,9,Campaign_9,efficient_low_scale,Display,North,Tablet,8845,665,90,565.77,9651.01,721.27,0.0752,0.1353,6.29,16.06,0.7844,,714.8128571428572,0.057571428571428565,0.1690285714285714,15.524285714285714,0,0,0,0,0,Normal
2024-02-06,9,Campaign_9,efficient_low_scale,Display,North,Tablet,14931,875,130,600.88,15932.28,689.49,0.0586,0.1486,4.62,25.51,0.8715,,679.0957142857143,0.058199999999999995,0.16814285714285715,17.818571428571428,0,0,0,0,0,Normal
2024-02-07,9,Campaign_9,efficient_low_scale,Display,North,Tablet,9824,475,103,490.28,7521.0,904.37,0.0484,0.2168,4.76,14.34,0.5421,CTR Drop,695.3000000000001,0.058971428571428564,0.17455714285714283,16.92142857142857,0,0,0,0,0,Normal
2024-02-08,9,Campaign_9,efficient_low_scale,Display,North,Tablet,19824,1184,229,725.41,26059.15,809.14,0.0597,0.1934,3.17,34.92,0.8965,,656.4157142857142,0.05914285714285714,0.17574285714285715,20.185714285714287,0,0,0,0,0,Normal
2024-02-09,9,Campaign_9,efficient_low_scale,Display,North,Tablet,13226,872,125,844.08,10845.05,962.15,0.0659,0.1433,6.75,11.85,0.8773,,709.5871428571428,0.061828571428571434,0.17344285714285718,19.224285714285713,0,0,0,0,0,Normal
2024-02-10,9,Campaign_9,efficient_low_scale,Display,North,Tablet,8287,388,52,331.76,5491.71,374.58,0.0468,0.134,6.38,15.55,0.8857,,696.5814285714285,0.06207142857142857,0.16502857142857144,18.895714285714288,0,0,0,0,0,Normal
2024-02-11,9,Campaign_9,efficient_low_scale,Display,North,Tablet,8077,328,48,220.37,4099.67,275.46,0.0406,0.1463,4.59,17.6,0.8,,539.7928571428572,0.05645714285714286,0.1596714285714286,19.404285714285717,0,0,0,0,0,Normal
2024-02-12,9,Campaign_9,efficient_low_scale,Display,North,Tablet,10632,719,95,571.43,11450.5,646.0,0.0676,0.1321,6.02,19.04,0.8846,,540.6014285714285,0.05537142857142857,0.15921428571428572,19.830000000000002,0,0,0,0,0,Normal
2024-02-13,9,Campaign_9,efficient_low_scale,Display,North,Tablet,16004,974,137,1182.26,17207.19,1402.58,0.0609,0.1407,8.63,13.55,0.8429,,623.6557142857143,0.05569999999999999,0.1580857142857143,18.12142857142857,1,0,0,0,1,Moderate
2024-02-14,9,Campaign_9,efficient_low_scale,Display,North,Tablet,9011,504,74,614.01,8746.08,731.68,0.0559,0.1468,8.3,13.24,0.8392,,641.3314285714285,0.05677142857142858,0.1480857142857143,17.964285714285715,0,0,0,0,0,Normal
2024-02-15,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7196,342,51,234.15,5492.31,315.28,0.0475,0.1491,4.59,22.46,0.7427,,571.1514285714286,0.05502857142857143,0.14175714285714286,16.184285714285714,0,0,0,0,0,Normal
2024-02-16,9,Campaign_9,efficient_low_scale,Display,North,Tablet,20384,1217,146,1218.13,13581.85,1388.41,0.0597,0.12,8.34,10.15,0.8774,,624.5871428571428,0.054142857142857145,0.13842857142857143,15.941428571428572,1,0,0,0,1,Moderate
2024-02-17,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7600,369,50,436.66,5000.87,498.8,0.0486,0.1355,8.73,10.45,0.8754,,639.5728571428572,0.0544,0.13864285714285715,15.212857142857143,0,0,0,0,0,Normal
2024-02-18,9,Campaign_9,efficient_low_scale,Display,North,Tablet,11772,511,80,377.72,7219.89,453.3,0.0434,0.1566,4.72,18.11,0.8333,,662.0514285714287,0.0548,0.14011428571428572,15.285714285714286,0,0,0,0,0,Normal
2024-02-19,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7081,473,94,617.86,9247.67,760.34,0.0668,0.1987,6.57,13.97,0.8126,,668.6842857142857,0.05468571428571429,0.14962857142857144,14.561428571428573,0,0,0,0,0,Normal
2024-02-20,9,Campaign_9,efficient_low_scale,Display,North,Tablet,14539,1152,53,970.51,5739.55,1292.81,0.0792,0.046,18.31,4.91,0.7507,Conversion Drop,638.4342857142857,0.057300000000000004,0.1361,13.327142857142858,0,0,1,0,1,Moderate
2024-02-21,9,Campaign_9,efficient_low_scale,Display,North,Tablet,14322,1016,172,1102.8,20806.53,1434.7,0.0709,0.1693,6.41,17.87,0.7687,,708.2614285714286,0.059442857142857145,0.13931428571428572,13.988571428571428,0,0,0,0,0,Normal
2024-02-22,9,Campaign_9,efficient_low_scale,Display,North,Tablet,13597,620,79,637.59,5933.58,820.04,0.0456,0.1274,8.07,8.31,0.7775,,765.8957142857143,0.059171428571428576,0.1362142857142857,11.967142857142857,0,0,0,0,0,Normal
2024-02-23,9,Campaign_9,efficient_low_scale,Display,North,Tablet,16170,1208,230,1063.22,17248.96,1252.34,0.0747,0.1904,4.62,15.22,0.849,,743.7657142857144,0.06131428571428572,0.14627142857142858,12.691428571428572,0,0,0,0,0,Normal
2024-02-24,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7976,567,85,541.2,7868.57,666.48,0.0711,0.1499,6.37,13.54,0.812,,758.7,0.06452857142857142,0.14832857142857142,13.132857142857144,0,0,0,0,0,Normal
2024-02-25,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7857,466,83,397.57,7514.09,493.18,0.0593,0.1781,4.79,17.9,0.8061,,761.5357142857143,0.0668,0.1514,13.102857142857143,0,0,0,0,0,Normal
2024-02-26,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7452,482,77,499.64,7050.54,573.75,0.0647,0.1598,6.49,13.11,0.8708,,744.6471428571429,0.0665,0.14584285714285716,12.979999999999999,0,0,0,0,0,Normal
2024-02-27,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7795,583,81,806.37,7547.75,971.98,0.0748,0.1389,9.96,8.36,0.8296,,721.1985714285714,0.06587142857142857,0.15911428571428574,13.472857142857142,0,0,0,0,0,Normal
2024-02-28,9,Campaign_9,efficient_low_scale,Display,North,Tablet,9981,703,134,795.69,10225.97,1001.66,0.0704,0.1906,5.94,11.85,0.7944,,677.3257142857143,0.0658,0.16215714285714286,12.612857142857141,0,0,0,0,0,Normal
2024-02-29,9,Campaign_9,efficient_low_scale,Display,North,Tablet,7102,206,62,221.86,6980.22,478.05,0.029,0.301,3.58,30.46,0.4641,CTR Drop,617.9357142857143,0.06342857142857143,0.18695714285714285,15.777142857142858,0,1,0,0,1,Moderate
2024-03-01,9,Campaign_9,efficient_low_scale,Display,North,Tablet,14878,1163,225,987.34,18572.28,1309.71,0.0782,0.1935,4.39,17.81,0.7539,,607.0957142857143,0.06392857142857143,0.18739999999999998,16.147142857142857,0,0,0,0,0,Normal
2024-03-02,9,Campaign_9,efficient_low_scale,Display,North,Tablet,13688,866,128,633.41,12828.57,801.9,0.0633,0.1478,4.95,19.25,0.7899,,620.2685714285715,0.06281428571428571,0.18710000000000002,16.962857142857143,0,0,0,0,0,Normal
2024-03-03,9,Campaign_9,efficient_low_scale,Display,North,Tablet,19118,924,113,1102.38,13521.2,1457.85,0.0483,0.1223,9.76,11.27,0.7562,,720.9557142857144,0.06124285714285714,0.17912857142857144,16.01571428571429,0,0,0,0,0,Normal
2024-03-04,9,Campaign_9,efficient_low_scale,Display,North,Tablet,12546,825,157,978.7,15778.71,1141.68,0.0658,0.1903,6.23,15.12,0.8572,,789.3928571428571,0.0614,0.18348571428571428,16.302857142857142,0,0,0,0,0,Normal
2024-03-05,9,Campaign_9,efficient_low_scale,Display,North,Tablet,6436,363,65,419.16,8413.51,513.28,0.0564,0.1791,6.45,19.07,0.8166,,734.0771428571428,0.05877142857142857,0.18922857142857144,17.83285714285714,0,0,0,0,0,Normal
2024-03-06,9,Campaign_9,efficient_low_scale,Display,North,Tablet,12062,694,113,858.5,11863.2,1086.07,0.0575,0.1628,7.6,12.82,0.7905,,743.0500000000001,0.05692857142857143,0.18525714285714284,17.97142857142857,0,0,0,0,0,Normal
2024-03-07,9,Campaign_9,efficient_low_scale,Display,North,Tablet,13697,711,127,545.07,10453.78,668.9,0.0519,0.1786,4.29,18.18,0.8149,,789.222857142857,0.0602,0.16777142857142854,16.217142857142857,0,0,0,0,0,Normal
2024-03-08,9,Campaign_9,efficient_low_scale,Display,North,Tablet,14678,1124,203,1128.6,26248.35,1283.46,0.0766,0.1806,5.56,22.26,0.8793,,809.4028571428571,0.05997142857142857,0.16592857142857143,16.852857142857143,0,0,0,0,0,Normal
2024-03-09,9,Campaign_9,efficient_low_scale,Display,North,Tablet,14720,1018,153,1249.62,15234.79,1604.13,0.0692,0.1503,8.17,11.19,0.779,,897.4328571428571,0.06081428571428572,0.16628571428571431,15.70142857142857,0,0,0,0,0,Normal
2024-03-10,9,Campaign_9,efficient_low_scale,Display,North,Tablet,10457,742,122,773.29,9379.91,952.99,0.071,0.1644,6.34,11.13,0.8114,,850.42,0.06405714285714285,0.17229999999999998,15.68142857142857,0,0,0,0,0,Normal
2024-03-11,9,Campaign_9,efficient_low_scale,Display,North,Tablet,8471,349,58,359.94,7431.48,438.49,0.0412,0.1662,6.21,19.65,0.8209,,762.0257142857142,0.06054285714285714,0.16885714285714284,16.32857142857143,0,1,0,0,1,Moderate
2024-03-12,9,Campaign_9,efficient_low_scale,Display,North,Tablet,6037,264,32,263.82,3393.16,337.77,0.0437,0.1212,8.24,11.86,0.7811,,739.8342857142858,0.05872857142857143,0.1605857142857143,15.298571428571426,0,0,0,0,0,Normal
2024-03-13,9,Campaign_9,efficient_low_scale,Display,North,Tablet,12587,637,111,865.7,9555.19,964.25,0.0506,0.1743,7.8,10.04,0.8978,,740.8628571428571,0.057742857142857144,0.16222857142857142,14.901428571428571,0,0,0,0,0,Normal
2024-03-14,9,Campaign_9,efficient_low_scale,Display,North,Tablet,10779,744,102,713.69,12014.28,901.03,0.069,0.1371,7.0,15.83,0.7921,,764.9514285714286,0.06018571428571429,0.15630000000000002,14.565714285714284,0,0,0,0,0,Normal
2024-03-15,9,Campaign_9,efficient_low_scale,Display,North,Tablet,12756,779,101,836.64,9993.91,960.69,0.0611,0.1297,8.28,10.95,0.8709,,723.2428571428571,0.05797142857142857,0.14902857142857145,12.950000000000001,0,0,0,0,0,Normal
